Id;Gênero;RendaFamiliar;EducacaoPaterna;PeriodoDeAula;FezAulaParticular;EstadoCivilDosPais;PraticaEsportes;FilhoMaisVelho;NumIrmaos;TransporteEscolar;HorasDeEstudo;notaDeMatematica;notaDePortugues;notaDeCiencias
547;feminino;grupo D;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;1;onibus;> 5 < 10;67;72;71
548;masculino;grupo A;ensinao medio;vespertino;sim;casado;eventualmente;sim;0;;> 5 < 10;48;69;72
550;feminino;grupo B;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;nao;2;onibus;> 5 < 10;56;61;57
551;masculino;grupo C;superior completo;matutino;nao;casado;eventualmente;sim;0;;> 5 < 10;76;76;82
552;feminino;grupo D;ensinao medio;matutino;sim;;eventualmente;sim;1;carro;> 5 < 10;98;97;100
553;feminino;;superior completo;matutino;sim;casado;eventualmente;sim;3;onibus;> 5 < 10;55;60;62
554;masculino;grupo C;;vespertino;nao;divorciado;eventualmente;nao;6;onibus;> 5 < 10;54;67;69
555;feminino;grupo B;ensinao medio;vespertino;nao;solteiro;eventualmente;nao;3;onibus;> 10;78;79;77
556;masculino;grupo C;superior completo;matutino;sim;casado;eventualmente;sim;0;onibus;> 5 < 10;71;77;76
557;feminino;grupo D;superior completo;matutino;sim;casado;regularmente;sim;1;carro;> 10;75;73;74
558;masculino;grupo C;superior incompleto;vespertino;nao;solteiro;regularmente;sim;3;carro;> 5 < 10;49;66;65
559;masculino;grupo D;ensinao medio;vespertino;nao;casado;regularmente;nao;;onibus;> 5 < 10;45;41;41
560;feminino;grupo B;ensinao medio;matutino;nao;casado;eventualmente;sim;1;onibus;< 5;75;69;65
561;feminino;grupo C;ensinao medio;vespertino;sim;casado;eventualmente;;;carro;< 5;46;58;51
562;feminino;grupo E;mestrado;matutino;nao;casado;eventualmente;sim;3;onibus;< 5;77;70;70
563;feminino;grupo E;;matutino;sim;casado;regularmente;sim;3;carro;> 10;83;84;90
564;feminino;grupo D;superior incompleto;matutino;sim;casado;nunca;nao;1;onibus;> 5 < 10;65;71;72
565;masculino;grupo D;ensinao medio;vespertino;sim;divorciado;regularmente;sim;4;onibus;> 5 < 10;87;97;100
566;feminino;grupo B;ensinao medio incompleto;vespertino;nao;casado;regularmente;nao;4;carro;> 5 < 10;55;41;38
567;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;4;onibus;> 5 < 10;45;51;43
568;feminino;grupo D;superior completo;matutino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;63;75;76
570;feminino;grupo D;mestrado;vespertino;nao;casado;eventualmente;sim;1;onibus;> 10;76;86;89
573;feminino;grupo D;superior incompleto;matutino;nao;solteiro;eventualmente;nao;3;carro;> 10;89;90;83
574;feminino;grupo D;ensinao medio;matutino;sim;casado;eventualmente;sim;4;onibus;< 5;76;84;89
575;masculino;grupo E;superior incompleto;vespertino;nao;casado;eventualmente;sim;1;carro;> 5 < 10;49;44;44
576;feminino;grupo D;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;0;onibus;> 5 < 10;75;72;72
577;masculino;grupo B;ensinao medio incompleto;matutino;sim;casado;regularmente;sim;1;onibus;> 5 < 10;79;77;83
578;feminino;grupo C;ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;sim;0;carro;> 5 < 10;44;48;40
579;masculino;grupo B;ensinao medio;vespertino;sim;solteiro;nunca;sim;3;onibus;> 5 < 10;51;66;67
580;feminino;grupo B;superior incompleto;matutino;sim;divorciado;eventualmente;sim;2;carro;> 5 < 10;49;38;48
581;masculino;grupo C;some ensinao medio incompleto;vespertino;;;regularmente;sim;2;onibus;> 10;41;49;48
582;masculino;grupo C;ensinao medio;matutino;nao;;regularmente;nao;2;carro;> 5 < 10;96;93;85
583;masculino;grupo C;superior incompleto;vespertino;nao;casado;nunca;nao;1;onibus;> 5 < 10;36;34;32
584;masculino;grupo C;superior incompleto;vespertino;sim;solteiro;regularmente;sim;1;;> 10;64;62;59
585;masculino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;sim;;;> 10;66;62;56
586;feminino;grupo E;ensinao medio incompleto;vespertino;sim;casado;nunca;sim;1;carro;> 5 < 10;89;87;83
587;masculino;grupo C;some ensinao medio incompleto;matutino;sim;divorciado;nunca;nao;4;onibus;> 5 < 10;43;57;57
588;masculino;grupo B;superior incompleto;matutino;nao;casado;eventualmente;nao;3;carro;> 5 < 10;79;76;73
589;masculino;grupo B;ensinao medio;matutino;nao;divorciado;regularmente;nao;;onibus;< 5;81;79;77
590;feminino;grupo B;superior incompleto;vespertino;nao;casado;eventualmente;sim;1;carro;> 5 < 10;84;79;72
591;masculino;grupo E;ensinao medio incompleto;matutino;nao;solteiro;regularmente;;0;carro;> 10;60;77;75
592;feminino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;5;onibus;> 5 < 10;70;73;67
593;masculino;grupo C;mestrado;matutino;nao;solteiro;regularmente;sim;2;onibus;> 5 < 10;78;93;86
594;feminino;grupo B;superior incompleto;matutino;sim;solteiro;regularmente;sim;1;onibus;> 5 < 10;92;77;86
595;masculino;grupo E;ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;84;92;89
596;masculino;grupo E;ensinao medio;vespertino;nao;casado;regularmente;sim;2;onibus;> 5 < 10;85;81;75
597;masculino;grupo B;mestrado;vespertino;nao;casado;eventualmente;sim;1;onibus;< 5;68;76;72
598;masculino;grupo E;superior incompleto;matutino;nao;casado;eventualmente;nao;1;onibus;> 5 < 10;91;90;87
599;masculino;grupo B;some ensinao medio incompleto;vespertino;;solteiro;eventualmente;nao;3;onibus;< 5;55;57;52
600;feminino;grupo D;superior completo;matutino;sim;divorciado;regularmente;sim;3;carro;< 5;71;62;66
601;masculino;grupo E;superior incompleto;vespertino;sim;casado;regularmente;sim;3;onibus;> 5 < 10;81;87;86
602;feminino;;ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;nao;3;carro;> 10;61;57;61
603;masculino;grupo D;ensinao medio incompleto;matutino;sim;viuvo;eventualmente;nao;5;carro;< 5;67;70;78
604;masculino;grupo D;superior incompleto;vespertino;sim;solteiro;regularmente;sim;3;;> 5 < 10;79;74;79
605;masculino;grupo C;superior completo;vespertino;sim;;;nao;;carro;> 5 < 10;74;69;69
606;feminino;grupo A;ensinao medio;vespertino;nao;divorciado;nunca;nao;1;onibus;> 5 < 10;56;58;56
607;feminino;grupo A;mestrado;matutino;sim;casado;eventualmente;sim;1;onibus;< 5;89;100;100
608;masculino;grupo C;superior incompleto;vespertino;sim;divorciado;eventualmente;sim;4;onibus;> 5 < 10;83;91;90
609;masculino;grupo A;;matutino;nao;viuvo;nunca;sim;6;carro;< 5;52;58;55
610;masculino;grupo D;ensinao medio;matutino;nao;casado;regularmente;sim;4;carro;> 5 < 10;78;76;69
611;feminino;grupo D;;matutino;nao;casado;eventualmente;nao;;carro;> 10;61;47;52
613;masculino;grupo A;superior incompleto;vespertino;nao;casado;eventualmente;nao;1;carro;> 10;58;71;62
614;feminino;grupo E;superior incompleto;matutino;sim;casado;regularmente;sim;3;onibus;> 5 < 10;78;72;73
615;masculino;grupo D;superior completo;matutino;sim;casado;regularmente;sim;4;onibus;< 5;74;74;85
616;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;4;carro;> 5 < 10;55;61;50
617;feminino;;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;3;onibus;> 5 < 10;72;69;72
618;feminino;grupo C;ensinao medio incompleto;vespertino;sim;viuvo;regularmente;nao;2;onibus;< 5;61;72;72
619;masculino;grupo D;ensinao medio;vespertino;sim;casado;regularmente;sim;1;carro;> 5 < 10;73;87;90
620;feminino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;2;;> 10;50;47;42
621;masculino;grupo D;ensinao medio;matutino;nao;solteiro;eventualmente;sim;2;onibus;> 5 < 10;81;84;85
622;masculino;grupo C;ensinao medio;vespertino;nao;casado;nunca;sim;1;onibus;> 5 < 10;79;81;73
623;feminino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;sim;2;onibus;> 10;76;74;78
624;feminino;grupo B;ensinao medio incompleto;vespertino;sim;casado;eventualmente;sim;3;onibus;< 5;42;52;56
625;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;nao;2;carro;> 5 < 10;62;70;74
626;feminino;grupo D;ensinao medio;vespertino;sim;;nunca;sim;1;carro;> 5 < 10;57;66;75
627;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;4;carro;> 10;54;73;74
628;feminino;grupo D;ensinao medio;matutino;sim;casado;eventualmente;nao;2;onibus;> 10;73;71;71
629;masculino;grupo A;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;6;carro;> 10;44;51;50
630;masculino;grupo D;;vespertino;nao;casado;eventualmente;sim;3;onibus;> 10;41;49;40
631;masculino;;mestrado;vespertino;sim;divorciado;eventualmente;sim;2;onibus;> 10;90;84;87
632;feminino;grupo B;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;nao;1;onibus;> 10;39;34;40
633;feminino;grupo C;superior completo;matutino;sim;solteiro;eventualmente;sim;1;carro;> 10;85;94;92
634;feminino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;2;carro;> 5 < 10;87;93;88
635;feminino;grupo C;superior incompleto;matutino;sim;casado;nunca;nao;2;carro;> 5 < 10;58;77;83
636;feminino;grupo C;ensinao medio;vespertino;sim;casado;nunca;nao;3;onibus;> 5 < 10;60;71;75
637;feminino;grupo C;ensinao medio incompleto;matutino;nao;casado;nunca;nao;1;carro;> 5 < 10;37;44;45
638;masculino;grupo C;ensinao medio;vespertino;nao;casado;nunca;nao;3;onibus;> 5 < 10;64;83;79
639;masculino;grupo D;superior completo;matutino;nao;casado;eventualmente;sim;;carro;< 5;62;62;61
641;masculino;grupo E;superior completo;vespertino;nao;divorciado;eventualmente;sim;5;carro;< 5;84;75;76
642;masculino;grupo B;superior incompleto;matutino;nao;divorciado;nunca;nao;2;onibus;> 5 < 10;53;52;44
643;masculino;grupo E;superior incompleto;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;73;63;61
645;feminino;grupo B;superior incompleto;vespertino;nao;casado;eventualmente;sim;6;carro;> 5 < 10;63;66;64
646;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;nunca;nao;3;onibus;< 5;51;58;63
647;feminino;grupo A;ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;3;onibus;> 5 < 10;59;60;63
648;masculino;grupo E;superior incompleto;matutino;;solteiro;regularmente;nao;2;onibus;> 5 < 10;89;89;92
649;masculino;grupo E;ensinao medio incompleto;matutino;sim;divorciado;regularmente;sim;1;onibus;> 5 < 10;79;83;82
650;masculino;grupo E;some ensinao medio incompleto;matutino;nao;divorciado;;sim;4;onibus;> 5 < 10;84;70;63
651;feminino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;nao;2;onibus;> 10;78;62;60
652;feminino;grupo B;superior incompleto;matutino;sim;casado;eventualmente;nao;1;onibus;> 5 < 10;88;91;93
653;feminino;grupo A;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;sim;1;onibus;> 10;45;63;65
654;masculino;grupo C;ensinao medio incompleto;matutino;;casado;eventualmente;sim;3;onibus;> 5 < 10;62;74;72
655;feminino;grupo E;ensinao medio incompleto;matutino;sim;casado;nunca;nao;2;;> 5 < 10;89;82;78
656;masculino;grupo B;ensinao medio;matutino;sim;casado;regularmente;nao;3;;< 5;65;80;80
657;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;nao;3;onibus;< 5;75;71;68
658;feminino;grupo A;ensinao medio incompleto;matutino;sim;solteiro;eventualmente;sim;;carro;< 5;91;85;85
659;masculino;grupo C;ensinao medio;matutino;nao;solteiro;regularmente;sim;2;onibus;> 5 < 10;62;66;65
660;feminino;grupo E;superior completo;vespertino;sim;casado;regularmente;sim;4;onibus;;87;77;77
661;feminino;grupo D;ensinao medio incompleto;matutino;sim;solteiro;regularmente;nao;1;carro;> 5 < 10;48;53;56
662;masculino;grupo D;superior incompleto;matutino;nao;solteiro;regularmente;sim;1;onibus;> 5 < 10;65;83;73
663;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;2;onibus;< 5;45;38;46
665;masculino;;superior incompleto;matutino;nao;casado;eventualmente;sim;0;carro;> 10;70;70;68
666;masculino;grupo D;superior incompleto;vespertino;sim;solteiro;regularmente;sim;1;onibus;> 5 < 10;66;75;69
667;masculino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;2;carro;> 5 < 10;69;54;55
668;feminino;grupo C;ensinao medio incompleto;vespertino;;divorciado;regularmente;sim;1;onibus;> 5 < 10;61;52;54
669;masculino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;1;onibus;< 5;76;79;80
670;masculino;grupo D;ensinao medio;matutino;nao;casado;nunca;nao;5;;< 5;41;38;36
672;feminino;;superior incompleto;matutino;nao;casado;eventualmente;sim;2;carro;> 5 < 10;71;66;60
673;masculino;grupo A;ensinao medio;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;57;64;66
675;feminino;grupo C;superior completo;matutino;nao;solteiro;regularmente;;1;carro;> 5 < 10;63;54;52
676;masculino;grupo B;superior incompleto;matutino;sim;solteiro;eventualmente;nao;1;;> 5 < 10;69;79;78
677;masculino;grupo B;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;0;;> 5 < 10;95;75;73
678;feminino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;regularmente;nao;1;carro;> 5 < 10;54;51;52
679;masculino;grupo C;ensinao medio incompleto;matutino;nao;divorciado;regularmente;nao;1;carro;> 5 < 10;63;65;70
680;masculino;grupo B;ensinao medio;matutino;nao;casado;eventualmente;sim;1;onibus;> 10;96;85;90
681;masculino;grupo C;ensinao medio;matutino;sim;solteiro;eventualmente;sim;0;onibus;> 5 < 10;75;75;73
682;masculino;grupo D;superior incompleto;matutino;nao;casado;nunca;nao;1;onibus;> 5 < 10;54;51;48
683;masculino;grupo E;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;2;onibus;> 5 < 10;89;94;85
685;feminino;grupo C;superior incompleto;matutino;nao;casado;regularmente;sim;2;carro;> 5 < 10;75;69;72
686;feminino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;nao;3;onibus;> 5 < 10;83;95;98
687;masculino;grupo E;ensinao medio;vespertino;nao;solteiro;eventualmente;sim;2;onibus;< 5;61;77;67
688;feminino;grupo C;ensinao medio;matutino;nao;;regularmente;nao;2;onibus;> 5 < 10;73;80;73
689;masculino;grupo D;;matutino;sim;divorciado;regularmente;sim;3;onibus;> 10;78;79;87
690;masculino;grupo B;ensinao medio;matutino;nao;solteiro;eventualmente;sim;1;carro;> 5 < 10;92;95;89
691;masculino;grupo B;ensinao medio;vespertino;nao;casado;eventualmente;nao;2;onibus;< 5;50;53;49
692;masculino;grupo E;mestrado;vespertino;nao;solteiro;regularmente;sim;3;;< 5;86;81;83
693;feminino;grupo A;;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;68;63;62
694;feminino;grupo B;ensinao medio incompleto;matutino;nao;solteiro;nunca;nao;3;onibus;> 5 < 10;80;86;87
695;feminino;grupo A;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;sim;1;onibus;< 5;56;67;74
696;masculino;grupo B;some ensinao medio incompleto;matutino;nao;casado;nunca;nao;1;onibus;< 5;37;43;42
697;feminino;grupo E;ensinao medio;vespertino;sim;casado;regularmente;sim;3;;> 5 < 10;80;82;84
698;masculino;grupo B;;matutino;nao;solteiro;regularmente;nao;3;;> 5 < 10;46;56;58
699;masculino;grupo D;superior completo;vespertino;nao;casado;eventualmente;sim;2;carro;< 5;80;78;76
700;feminino;grupo E;superior incompleto;vespertino;sim;casado;regularmente;sim;3;onibus;> 10;88;87;81
701;feminino;grupo E;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;1;;> 10;72;65;61
702;masculino;grupo D;superior incompleto;vespertino;nao;solteiro;regularmente;sim;2;onibus;> 10;58;71;76
703;feminino;grupo A;superior incompleto;matutino;nao;divorciado;regularmente;nao;2;onibus;< 5;37;31;28
704;feminino;grupo C;ensinao medio;vespertino;sim;solteiro;regularmente;sim;1;carro;> 5 < 10;74;77;80
705;masculino;grupo B;superior incompleto;vespertino;nao;casado;eventualmente;sim;2;onibus;< 5;69;72;69
706;masculino;grupo C;superior incompleto;matutino;nao;casado;regularmente;sim;0;carro;< 5;72;56;61
708;masculino;grupo D;some ensinao medio incompleto;vespertino;nao;casado;;nao;3;carro;> 5 < 10;73;74;64
709;masculino;grupo B;superior completo;vespertino;sim;solteiro;eventualmente;nao;;carro;< 5;72;69;67
710;masculino;grupo C;some ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;1;onibus;> 10;74;74;73
711;feminino;grupo A;some ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;49;46;40
712;masculino;;ensinao medio;vespertino;nao;divorciado;regularmente;nao;1;onibus;> 5 < 10;57;73;69
713;feminino;grupo B;superior incompleto;matutino;sim;casado;eventualmente;sim;4;onibus;> 5 < 10;62;68;64
715;masculino;grupo D;superior completo;vespertino;nao;casado;eventualmente;nao;1;carro;> 10;40;53;61
716;masculino;grupo E;superior incompleto;matutino;nao;casado;regularmente;sim;0;carro;> 5 < 10;91;72;73
717;feminino;grupo D;some ensinao medio incompleto;vespertino;sim;casado;regularmente;sim;2;onibus;< 5;55;62;68
719;feminino;grupo E;mestrado;matutino;nao;solteiro;nunca;;0;onibus;> 5 < 10;81;86;83
721;feminino;grupo B;ensinao medio incompleto;matutino;;solteiro;regularmente;sim;2;carro;> 5 < 10;59;63;64
722;masculino;grupo A;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;3;onibus;> 10;49;61;56
724;masculino;grupo C;;matutino;nao;divorciado;regularmente;nao;3;onibus;> 5 < 10;73;77;67
725;feminino;grupo A;superior incompleto;matutino;nao;divorciado;nunca;sim;4;carro;> 5 < 10;53;54;49
726;masculino;grupo C;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;2;carro;> 5 < 10;39;63;53
727;masculino;grupo C;some ensinao medio incompleto;matutino;;casado;eventualmente;sim;3;;;65;63;57
728;feminino;grupo C;ensinao medio;matutino;nao;casado;eventualmente;nao;1;onibus;> 5 < 10;70;62;63
730;feminino;grupo E;superior incompleto;vespertino;sim;solteiro;eventualmente;nao;2;onibus;> 5 < 10;78;83;85
731;feminino;grupo B;superior completo;vespertino;nao;viuvo;regularmente;sim;0;onibus;> 10;55;62;63
732;masculino;grupo C;ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;1;onibus;< 5;29;44;40
733;masculino;grupo B;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;;carro;> 5 < 10;70;70;66
734;feminino;grupo C;superior incompleto;matutino;nao;casado;eventualmente;sim;1;onibus;< 5;73;68;68
735;feminino;grupo C;ensinao medio;matutino;sim;casado;eventualmente;nao;3;onibus;> 5 < 10;66;73;74
736;masculino;grupo B;mestrado;vespertino;nao;divorciado;eventualmente;sim;2;carro;> 10;49;65;61
737;feminino;grupo D;some ensinao medio incompleto;matutino;nao;casado;nunca;sim;3;carro;< 5;61;56;55
738;masculino;grupo C;ensinao medio;matutino;nao;casado;regularmente;nao;5;onibus;> 5 < 10;78;87;84
739;masculino;grupo A;ensinao medio incompleto;vespertino;nao;casado;regularmente;nao;2;;> 5 < 10;52;45;43
740;masculino;grupo C;ensinao medio incompleto;matutino;sim;solteiro;eventualmente;sim;2;onibus;> 10;92;88;85
741;masculino;grupo D;ensinao medio;matutino;nao;solteiro;eventualmente;sim;3;onibus;> 10;84;65;68
742;masculino;grupo D;some ensinao medio incompleto;matutino;nao;casado;nunca;sim;3;onibus;> 10;71;68;67
743;masculino;grupo C;ensinao medio;matutino;nao;divorciado;nunca;nao;1;onibus;> 5 < 10;60;60;55
745;masculino;;ensinao medio;matutino;nao;divorciado;eventualmente;sim;1;carro;< 5;73;73;65
746;feminino;grupo B;superior incompleto;matutino;nao;casado;regularmente;sim;0;onibus;> 5 < 10;58;57;51
747;masculino;grupo A;;matutino;sim;casado;eventualmente;sim;1;carro;> 5 < 10;87;100;100
749;masculino;grupo B;some ensinao medio incompleto;matutino;;solteiro;regularmente;sim;5;onibus;> 5 < 10;43;43;39
750;masculino;grupo D;superior completo;matutino;nao;casado;eventualmente;nao;1;onibus;< 5;78;74;73
